Statistic_Label,Census_Year,Sex,Regular_Unpaid_Help,Age_Group,Present_Economic_Status,Unit,Value
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,25 - 44 years,Retired,Number,25
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,25 - 44 years,Unable to work due to permanent sickness or disability,Number,1021
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,25 - 44 years,Other economic status,Number,1032
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,45 - 64 years,All persons aged 15 years and over,Number,40641
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Employer or own account worker,Number,3290
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Employee,Number,15144
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Assisting relative,Number,118
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Unemployed looking for first regular job,Number,77
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Unemployed having lost or given up previous job,Number,1663
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Student or pupil,Number,188
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Looking after home/family,Number,13349
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Retired,Number,1998
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Unable to work due to permanent sickness or disability,Number,3028
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Other economic status,Number,1786
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,65 years and over,All persons aged 15 years and over,Number,19377
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,65 years and over,Employer or own account worker,Number,594
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,65 years and over,Employee,Number,606
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,65 years and over,Assisting relative,Number,16
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,65 years and over,Unemployed having lost or given up previous job,Number,64
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,65 years and over,Student or pupil,Number,21
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,65 years and over,Looking after home/family,Number,4465
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,65 years and over,Retired,Number,12963
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,65 years and over,Unable to work due to permanent sickness or disability,Number,425
Carers Aged 15 Years And Over,2022,Both sexes,43 or more hours unpaid help per week,65 years and over,Other economic status,Number,223
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,All ages,All persons aged 15 years and over,Number,15948
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,All ages,Employer or own account worker,Number,1284
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,All ages,Employee,Number,6187
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,All ages,Assisting relative,Number,36
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,All ages,Unemployed looking for first regular job,Number,180
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,All ages,Unemployed having lost or given up previous job,Number,975
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,All ages,Student or pupil,Number,603
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,All ages,Looking after home/family,Number,2310
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,All ages,Retired,Number,2703
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,All ages,Unable to work due to permanent sickness or disability,Number,1348
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,All ages,Other economic status,Number,322
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,15 - 24 years,All persons aged 15 years and over,Number,967
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,15 - 24 years,Employer or own account worker,Number,22
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,15 - 24 years,Employee,Number,300
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,15 - 24 years,Assisting relative,Number,3
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,15 - 24 years,Unemployed looking for first regular job,Number,39
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,15 - 24 years,Unemployed having lost or given up previous job,Number,60
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,15 - 24 years,Student or pupil,Number,452
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,15 - 24 years,Looking after home/family,Number,43
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,15 - 24 years,Retired,Number,0
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,15 - 24 years,Unable to work due to permanent sickness or disability,Number,36
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,15 - 24 years,Other economic status,Number,12
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,25 - 44 years,All persons aged 15 years and over,Number,4708
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,25 - 44 years,Employer or own account worker,Number,313
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,25 - 44 years,Employee,Number,2641
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,25 - 44 years,Assisting relative,Number,12
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,25 - 44 years,Unemployed looking for first regular job,Number,93
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,25 - 44 years,Unemployed having lost or given up previous job,Number,409
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,25 - 44 years,Student or pupil,Number,105
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,25 - 44 years,Looking after home/family,Number,717
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,25 - 44 years,Retired,Number,8
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,25 - 44 years,Unable to work due to permanent sickness or disability,Number,305
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,25 - 44 years,Other economic status,Number,105
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,45 - 64 years,All persons aged 15 years and over,Number,6789
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,45 - 64 years,Employer or own account worker,Number,795
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,45 - 64 years,Employee,Number,3061
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,45 - 64 years,Assisting relative,Number,21
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,45 - 64 years,Unemployed looking for first regular job,Number,48
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,45 - 64 years,Unemployed having lost or given up previous job,Number,487
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,45 - 64 years,Student or pupil,Number,35
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,45 - 64 years,Looking after home/family,Number,1102
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,45 - 64 years,Retired,Number,261
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,45 - 64 years,Unable to work due to permanent sickness or disability,Number,825
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,45 - 64 years,Other economic status,Number,154
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,65 years and over,All persons aged 15 years and over,Number,3484
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,65 years and over,Employer or own account worker,Number,154
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,65 years and over,Employee,Number,185
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,65 years and over,Assisting relative,Number,0
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,65 years and over,Unemployed having lost or given up previous job,Number,19
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,65 years and over,Student or pupil,Number,11
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,65 years and over,Looking after home/family,Number,448
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,65 years and over,Retired,Number,2434
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,65 years and over,Unable to work due to permanent sickness or disability,Number,182
Carers Aged 15 Years And Over,2022,Both sexes,Not stated,65 years and over,Other economic status,Number,51
Carers Aged 15 Years And Over,2022,Male,All carers,All ages,All persons aged 15 years and over,Number,115181
Carers Aged 15 Years And Over,2022,Male,All carers,All ages,Employer or own account worker,Number,19288
Carers Aged 15 Years And Over,2022,Male,All carers,All ages,Employee,Number,54044
Carers Aged 15 Years And Over,2022,Male,All carers,All ages,Assisting relative,Number,192
Carers Aged 15 Years And Over,2022,Male,All carers,All ages,Unemployed looking for first regular job,Number,724
Carers Aged 15 Years And Over,2022,Male,All carers,All ages,Unemployed having lost or given up previous job,Number,5533
Carers Aged 15 Years And Over,2022,Male,All carers,All ages,Student or pupil,Number,4389
Carers Aged 15 Years And Over,2022,Male,All carers,All ages,Looking after home/family,Number,6797
Carers Aged 15 Years And Over,2022,Male,All carers,All ages,Retired,Number,17796
Carers Aged 15 Years And Over,2022,Male,All carers,All ages,Unable to work due to permanent sickness or disability,Number,5018
Carers Aged 15 Years And Over,2022,Male,All carers,All ages,Other economic status,Number,1400
Carers Aged 15 Years And Over,2022,Male,All carers,15 - 24 years,All persons aged 15 years and over,Number,6482
Carers Aged 15 Years And Over,2022,Male,All carers,15 - 24 years,Employer or own account worker,Number,93
Carers Aged 15 Years And Over,2022,Male,All carers,15 - 24 years,Employee,Number,1956
Carers Aged 15 Years And Over,2022,Male,All carers,15 - 24 years,Assisting relative,Number,10
Carers Aged 15 Years And Over,2022,Male,All carers,15 - 24 years,Unemployed looking for first regular job,Number,229
Carers Aged 15 Years And Over,2022,Male,All carers,15 - 24 years,Unemployed having lost or given up previous job,Number,253
Carers Aged 15 Years And Over,2022,Male,All carers,15 - 24 years,Student or pupil,Number,3693
Carers Aged 15 Years And Over,2022,Male,All carers,15 - 24 years,Looking after home/family,Number,100
Carers Aged 15 Years And Over,2022,Male,All carers,15 - 24 years,Retired,Number,2
Carers Aged 15 Years And Over,2022,Male,All carers,15 - 24 years,Unable to work due to permanent sickness or disability,Number,83
Carers Aged 15 Years And Over,2022,Male,All carers,15 - 24 years,Other economic status,Number,63
Carers Aged 15 Years And Over,2022,Male,All carers,25 - 44 years,All persons aged 15 years and over,Number,28483
Carers Aged 15 Years And Over,2022,Male,All carers,25 - 44 years,Employer or own account worker,Number,3768
Carers Aged 15 Years And Over,2022,Male,All carers,25 - 44 years,Employee,Number,18753
Carers Aged 15 Years And Over,2022,Male,All carers,25 - 44 years,Assisting relative,Number,67
Carers Aged 15 Years And Over,2022,Male,All carers,25 - 44 years,Unemployed looking for first regular job,Number,314
Carers Aged 15 Years And Over,2022,Male,All carers,25 - 44 years,Unemployed having lost or given up previous job,Number,2023
Carers Aged 15 Years And Over,2022,Male,All carers,25 - 44 years,Student or pupil,Number,494
Carers Aged 15 Years And Over,2022,Male,All carers,25 - 44 years,Looking after home/family,Number,1732
Carers Aged 15 Years And Over,2022,Male,All carers,25 - 44 years,Retired,Number,30
Carers Aged 15 Years And Over,2022,Male,All carers,25 - 44 years,Unable to work due to permanent sickness or disability,Number,939
Carers Aged 15 Years And Over,2022,Male,All carers,25 - 44 years,Other economic status,Number,363
Carers Aged 15 Years And Over,2022,Male,All carers,45 - 64 years,All persons aged 15 years and over,Number,60415
Carers Aged 15 Years And Over,2022,Male,All carers,45 - 64 years,Employer or own account worker,Number,13567
Carers Aged 15 Years And Over,2022,Male,All carers,45 - 64 years,Employee,Number,31982
Carers Aged 15 Years And Over,2022,Male,All carers,45 - 64 years,Assisting relative,Number,95
Carers Aged 15 Years And Over,2022,Male,All carers,45 - 64 years,Unemployed looking for first regular job,Number,181
Carers Aged 15 Years And Over,2022,Male,All carers,45 - 64 years,Unemployed having lost or given up previous job,Number,3144
Carers Aged 15 Years And Over,2022,Male,All carers,45 - 64 years,Student or pupil,Number,187
Carers Aged 15 Years And Over,2022,Male,All carers,45 - 64 years,Looking after home/family,Number,4195
Carers Aged 15 Years And Over,2022,Male,All carers,45 - 64 years,Retired,Number,2724
Carers Aged 15 Years And Over,2022,Male,All carers,45 - 64 years,Unable to work due to permanent sickness or disability,Number,3497
Carers Aged 15 Years And Over,2022,Male,All carers,45 - 64 years,Other economic status,Number,843
Carers Aged 15 Years And Over,2022,Male,All carers,65 years and over,All persons aged 15 years and over,Number,19801
Carers Aged 15 Years And Over,2022,Male,All carers,65 years and over,Employer or own account worker,Number,1860
Carers Aged 15 Years And Over,2022,Male,All carers,65 years and over,Employee,Number,1353
Carers Aged 15 Years And Over,2022,Male,All carers,65 years and over,Assisting relative,Number,20
Carers Aged 15 Years And Over,2022,Male,All carers,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2022,Male,All carers,65 years and over,Unemployed having lost or given up previous job,Number,113
Carers Aged 15 Years And Over,2022,Male,All carers,65 years and over,Student or pupil,Number,15
Carers Aged 15 Years And Over,2022,Male,All carers,65 years and over,Looking after home/family,Number,770
Carers Aged 15 Years And Over,2022,Male,All carers,65 years and over,Retired,Number,15040
Carers Aged 15 Years And Over,2022,Male,All carers,65 years and over,Unable to work due to permanent sickness or disability,Number,499
Carers Aged 15 Years And Over,2022,Male,All carers,65 years and over,Other economic status,Number,131
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,All ages,All persons aged 15 years and over,Number,55822
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,All ages,Employer or own account worker,Number,11250
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,All ages,Employee,Number,30170
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,All ages,Assisting relative,Number,53
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,All ages,Unemployed looking for first regular job,Number,288
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,All ages,Unemployed having lost or given up previous job,Number,2126
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,All ages,Student or pupil,Number,2902
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,All ages,Looking after home/family,Number,812
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,All ages,Retired,Number,6395
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,All ages,Unable to work due to permanent sickness or disability,Number,1603
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,All ages,Other economic status,Number,223
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,15 - 24 years,All persons aged 15 years and over,Number,3905
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,15 - 24 years,Employer or own account worker,Number,47
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,15 - 24 years,Employee,Number,1055
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,15 - 24 years,Assisting relative,Number,5
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,15 - 24 years,Unemployed looking for first regular job,Number,104
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,15 - 24 years,Unemployed having lost or given up previous job,Number,89
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,15 - 24 years,Student or pupil,Number,2549
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,15 - 24 years,Looking after home/family,Number,12
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,15 - 24 years,Retired,Number,2
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,15 - 24 years,Unable to work due to permanent sickness or disability,Number,22
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,15 - 24 years,Other economic status,Number,20
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,25 - 44 years,All persons aged 15 years and over,Number,13496
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,25 - 44 years,Employer or own account worker,Number,2150
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,25 - 44 years,Employee,Number,9724
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,25 - 44 years,Assisting relative,Number,22
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,25 - 44 years,Unemployed looking for first regular job,Number,103
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,25 - 44 years,Unemployed having lost or given up previous job,Number,707
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,25 - 44 years,Student or pupil,Number,261
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,25 - 44 years,Looking after home/family,Number,183
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,25 - 44 years,Retired,Number,11
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,25 - 44 years,Unable to work due to permanent sickness or disability,Number,278
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,25 - 44 years,Other economic status,Number,57
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,45 - 64 years,All persons aged 15 years and over,Number,31469
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,45 - 64 years,Employer or own account worker,Number,8132
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,45 - 64 years,Employee,Number,18686
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,45 - 64 years,Assisting relative,Number,20
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,45 - 64 years,Unemployed looking for first regular job,Number,81
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,45 - 64 years,Unemployed having lost or given up previous job,Number,1287
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,45 - 64 years,Student or pupil,Number,89
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,45 - 64 years,Looking after home/family,Number,527
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,45 - 64 years,Retired,Number,1368
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,45 - 64 years,Unable to work due to permanent sickness or disability,Number,1167
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,45 - 64 years,Other economic status,Number,112
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,65 years and over,All persons aged 15 years and over,Number,6952
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,65 years and over,Employer or own account worker,Number,921
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,65 years and over,Employee,Number,705
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,65 years and over,Assisting relative,Number,6
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,65 years and over,Unemployed having lost or given up previous job,Number,43
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,65 years and over,Student or pupil,Number,3
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,65 years and over,Looking after home/family,Number,90
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,65 years and over,Retired,Number,5014
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,65 years and over,Unable to work due to permanent sickness or disability,Number,136
Carers Aged 15 Years And Over,2022,Male,1-14 hours unpaid help per week,65 years and over,Other economic status,Number,34
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,All ages,All persons aged 15 years and over,Number,14736
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,All ages,Employer or own account worker,Number,2562
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,All ages,Employee,Number,6892
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,All ages,Assisting relative,Number,38
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,All ages,Unemployed looking for first regular job,Number,136
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,All ages,Unemployed having lost or given up previous job,Number,873
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,All ages,Student or pupil,Number,550
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,All ages,Looking after home/family,Number,728
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,All ages,Retired,Number,2098
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,All ages,Unable to work due to permanent sickness or disability,Number,690
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,All ages,Other economic status,Number,169
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,15 - 24 years,All persons aged 15 years and over,Number,811
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,15 - 24 years,Employer or own account worker,Number,11
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,15 - 24 years,Employee,Number,252
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,15 - 24 years,Assisting relative,Number,1
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,15 - 24 years,Unemployed looking for first regular job,Number,45
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,15 - 24 years,Unemployed having lost or given up previous job,Number,40
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,15 - 24 years,Student or pupil,Number,424
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,15 - 24 years,Looking after home/family,Number,15
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,15 - 24 years,Retired,Number,0
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,15 - 24 years,Unable to work due to permanent sickness or disability,Number,14
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,15 - 24 years,Other economic status,Number,9
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,25 - 44 years,All persons aged 15 years and over,Number,3539
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,25 - 44 years,Employer or own account worker,Number,501
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,25 - 44 years,Employee,Number,2185
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,25 - 44 years,Assisting relative,Number,12
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,25 - 44 years,Unemployed looking for first regular job,Number,61
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,25 - 44 years,Unemployed having lost or given up previous job,Number,316
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,25 - 44 years,Student or pupil,Number,92
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,25 - 44 years,Looking after home/family,Number,181
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,25 - 44 years,Retired,Number,2
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,25 - 44 years,Unable to work due to permanent sickness or disability,Number,130
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,25 - 44 years,Other economic status,Number,59
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,45 - 64 years,All persons aged 15 years and over,Number,8063
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,45 - 64 years,Employer or own account worker,Number,1813
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,45 - 64 years,Employee,Number,4271
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,45 - 64 years,Assisting relative,Number,23
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,45 - 64 years,Unemployed looking for first regular job,Number,30
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,45 - 64 years,Unemployed having lost or given up previous job,Number,501
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,45 - 64 years,Student or pupil,Number,30
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,45 - 64 years,Looking after home/family,Number,455
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,45 - 64 years,Retired,Number,370
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,45 - 64 years,Unable to work due to permanent sickness or disability,Number,484
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,45 - 64 years,Other economic status,Number,86
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,65 years and over,All persons aged 15 years and over,Number,2323
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,65 years and over,Employer or own account worker,Number,237
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,65 years and over,Employee,Number,184
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,65 years and over,Assisting relative,Number,2
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,65 years and over,Unemployed having lost or given up previous job,Number,16
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,65 years and over,Student or pupil,Number,4
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,65 years and over,Looking after home/family,Number,77
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,65 years and over,Retired,Number,1726
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,65 years and over,Unable to work due to permanent sickness or disability,Number,62
Carers Aged 15 Years And Over,2022,Male,15-28 hours unpaid help per week,65 years and over,Other economic status,Number,15
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,All ages,All persons aged 15 years and over,Number,7596
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,All ages,Employer or own account worker,Number,1145
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,All ages,Employee,Number,4043
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,All ages,Assisting relative,Number,21
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,All ages,Unemployed looking for first regular job,Number,50
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,All ages,Unemployed having lost or given up previous job,Number,453
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,All ages,Student or pupil,Number,210
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,All ages,Looking after home/family,Number,442
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,All ages,Retired,Number,841
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,All ages,Unable to work due to permanent sickness or disability,Number,289
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,All ages,Other economic status,Number,102
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,15 - 24 years,All persons aged 15 years and over,Number,538
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,15 - 24 years,Employer or own account worker,Number,8
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,15 - 24 years,Employee,Number,274
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,15 - 24 years,Assisting relative,Number,1
Carers Aged 15 Years And Over,2022,Male,29-42 hours unpaid help per week,15 - 24 years,Unemployed looking for first regular job,Number,18
